function,module,description,startLine,endBoundaryLine,bodyBoundarySha256,callOccurrences,if,else,switch,case,for,while,catch,return,throw,ternaryTokensApprox,calls
mapDistance,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2220,2221,efe7e7b0451dc475a93f908c518665d2e9372daa1f32a3640b31d6e665eb8095,0,0,0,0,0,0,0,0,1,0,4,
mapMarkerPlacements,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2222,2257,8223c9dbc693ff1831de5b30e25294436d72aa0ff96384a5db1deded87d86f4d,1,5,2,0,0,4,0,0,4,0,13,worldToMap
applyMapMarkerPlacements,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2258,2266,c445ca6a674f87cc1e820cb0a1181a478132c4059813de1f9675c0f24893d6b1,0,1,0,0,0,0,0,0,1,0,3,
mapVisualNodes,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2267,2278,08af9b2516865e9f853b8c3f13e5dc31452cea7c04ba658efef97c829d3b9a0e,1,3,1,0,0,3,0,0,1,0,13,worldToMap
mapClusterSelectionMarkup,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2279,2279,1429a90a41f534d5b27e383744b27c8545b4d4983df2650e467d5abc2de3ace1,3,0,0,0,0,0,0,0,1,0,0,mapDistance
mapSelectionMarkup,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2280,2283,70d86120d763195dd2741ed62a7f124dc7bfad1806ba5722f4e483009eaf0fac,4,2,0,0,0,0,0,0,3,0,1,currentMapLocations | mapClusterSelectionMarkup | mapDistance | mapLocationDetails
setWaypoint,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2284,2288,c57031c1311d5cd3ada61ccba5f7f862f803835de9fb14fc9bd527ebef80cb8a,7,1,0,0,0,0,0,0,1,0,4,buildRoutePoints | closeModal | currentMapLocations | saveState | toast | updateNavigation | updateWaypointMarker
clearWaypoint,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2289,2289,f3c7a1f7b0b7ab9a0340535b332cead10fb0545383685af0e77386acc2dd24cd,5,0,0,0,0,0,0,0,0,0,0,closeModal | saveState | toast | updateNavigation | updateWaypointMarker
openMap,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2290,2306,9d6cd762830b24e27014fe87fb12ebab7b1d1ed3ca44674407946ca8aa3405a9,16,4,0,0,0,0,0,0,4,0,28,applyMapMarkerPlacements | buildRoutePoints | currentMapLocations | mapDistance | mapMarkerPlacements | mapSelectionMarkup | mapVisualNodes | openModal | routeProgressInfo | routeSvgMarkup | setWaypoint | worldToMap
refreshOpenMapAfterResize,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2307,2309,de65befdfed1c4843c6f6274dfdbb9ce856df2cee05c9df78d078369a67d9e2e,1,2,0,0,0,0,0,0,1,0,0,openMap
performLocalReset,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2310,2312,7ea1b093c6d20b0154861c6d5f53327ca6bac14e59208c1f00dd1ebafdca3033,0,0,0,0,0,0,0,0,1,0,4,
openFinalResetConfirmation,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2313,2318,c93eadedff3c2720dc0496dd1082719a7c3bf09ae6396db7e251c5e7d10e14b8,4,3,0,0,0,0,0,0,2,0,1,commitState | confirmModal | openModal | performLocalReset
formatPlayTime,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2319,2347,4554d95144ca15b349657bb37a284682cb0006535757b6d220abfaf5b81aa431,22,7,0,0,0,0,0,4,6,0,59,accountLinked | confirmModal | escapeHtml | normalizeState | openFinalResetConfirmation | openModal | openSettings | publicPlayerName | saveState | toast
openParentGate,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2348,2358,0b2ef98c62b701e5504b6257a4c0e41a6b77dbe079c43e412c23f61f6813cfdc,5,5,0,0,0,0,0,0,3,0,5,accountLinked | openModal | openSettings
openSettings,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2359,2409,c7bf81d9a9a1b7ffc5679bc0cc352418c927c580318873cf9d258757b55b9ed9,28,11,6,0,0,0,0,0,0,0,12,accountStatusText | applyQuality | closeChallengePrompt | closeModal | commitState | hasValidPlayerName | multiplayerStatusText | openAccountCenter | openEducationHub | openModal | openParentGate | openPlayerNameModal | qualityLabel | qualityTier | requestedQuality | returnHome | savePlayerPosition | saveState | stopGame | toast
syncMobilePanels,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2410,2458,1018bae533ef51636a97c9b90f39edd5c0e2700a604a9df67c37ab3e85d1d4d5,4,16,0,0,0,0,0,1,1,2,5,openObjectivesPanel | saveState
otthiGameModelUrl,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2459,2462,f7c7a2f93c24b7f370878a3d4b098216513f22042b849862c939472063b32544,0,0,0,0,0,0,0,0,1,0,0,
androidSceneViewerUrl,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2463,2472,cab02aabd5229fb88a788ea44abbf8bdf2d20757ece3f8b267735909b0c5502e,1,0,0,0,0,0,0,0,1,0,0,otthiGameModelUrl
isAndroidDevice,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2473,2476,678de1182e5967fe30b5c3b7f13a9490a40a04cf4abd60ada3ce860df2e16fcf,0,0,0,0,0,0,0,0,1,0,0,
openAndroidSceneViewer,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2477,2518,2731faf3b2ea06781f6e73216a813f0a108b2d23767ca1e603d0cce03454797c,5,5,0,0,0,0,0,2,4,0,6,androidSceneViewerUrl | isAndroidDevice | openModal | toast
detectStableAutoTier,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2519,2538,3fb386a76806d4faa90d797e83ef8bf10cc014e7822ede70c2c7a67352dbf9ad,0,2,0,0,0,0,0,0,3,0,1,
vehiclePlayerMode,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2539,2545,1792c94b6399f34da58d2cf3f75dd256e5182d19eb4c34a3127f964307300a55,0,3,0,0,0,0,0,0,4,0,3,
derivePlayerMode,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2546,2556,d8b5fd0b569697623a12545bb257179feff1ae20eec0f4969575d01672d2901e,1,8,0,0,0,0,0,0,9,0,4,vehiclePlayerMode
auditPlayerMode,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2557,2572,8fc05ff193a13d267dcca489ab4a80df78c788a169cea00720dbe0951944e714,1,7,0,0,0,0,0,0,1,0,2,derivePlayerMode
isOnFootMode,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2573,2573,fc72998dbfc289b88836e1c46012dbc2f27f9b020ef22bcd147031f3605902e9,1,0,0,0,0,0,0,0,1,0,0,derivePlayerMode
canEnterMobility,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2574,2578,fc74d45ff2a96e8cacfe43b03834e04395ec3f86192e500a3904aec726155c6c,2,1,0,0,0,0,0,0,2,0,0,auditPlayerMode | isOnFootMode
cameraRelativeVector,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2579,2583,d12be657afc2fa5132e5aa2b603d44ad5d7db4f9a464ef9c511c0da48c6bbe95,0,0,0,0,0,0,0,0,1,0,2,
normalizeControlIntent,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2584,2591,044d373a30c759a4f15e259bfcb02422dd5aecb14192afd8cf8100e0004848af,2,2,0,0,0,0,0,0,3,0,3,cameraRelativeVector | derivePlayerMode
requestedQuality,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2592,2592,d6cbed7d979eac236dc2a09405936853236e88b0ace9911cd864446a1866466d,0,0,0,0,0,0,0,0,1,0,1,
qualityLabel,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2593,2593,09565c1bdd89c30d33b5cf9a1b837c8c9fbdfa0a25b2b125628848b220922963,4,0,0,0,0,0,0,0,1,0,4,qualityTier | requestedQuality
qualityTier,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2594,2594,4da09946d0c2be9f662b972f4487eaca4f96ea130cc180ca8064e0a52fe9d7ec,1,0,0,0,0,0,0,0,1,0,2,requestedQuality
targetDpr,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2595,2600,a918b70208511048bc05efb18889aae41dc22b82662a7a268afa713e0b76816e,1,2,0,0,0,0,0,0,3,0,3,qualityTier
applyAdaptiveRenderSettings,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2601,2610,2b3682c3e7709c62e3f76bbb8a12254c6a9ca002ce141a113f20b13e42fa71ec,4,4,0,0,0,0,0,0,1,0,5,applyVisualQualityBudget | qualityTier | scheduleStableResize | targetDpr
samplePerformance,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2611,2630,248858d88334f422d014cf624e048900517c00567ca0d4c8b7fa5d587122454a,7,6,2,0,0,0,0,0,2,0,7,applyAdaptiveRenderSettings | lockStableSceneVisibility | requestedQuality | saveState | toast
lockStableSceneVisibility,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2631,2637,33be62831ccda1c5e927b428e46b9c9f6323c5435e601971c0c6a8eeb9a27cfc,4,4,0,0,0,3,0,0,0,0,4,qualityTier | visualQualityProfile
freezeWorldFrustumCulling,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2638,2653,7c747d23a6e0ffb97e0acbf48b46b6035d5dddf7f82fec8a38785c58f1d81f7e,0,4,1,0,0,0,0,1,2,0,3,
updateVisualLOD,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2654,2660,fea667b41dd2fa289ea75ce5c1af6088517530c725ef7bbe1702e2107b28a057,2,1,0,0,0,1,0,0,0,0,0,updateManagedOutlineVisibility | updateManagedVisualLODs
pwaInstalled,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2661,2661,8c49a1e05e1b0af685b5d6910e282829fcf633a1b23627a9f4babfa3c63efa94,0,0,0,0,0,0,0,0,1,0,0,
activeVehicleCount,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2662,2662,fa30c1c01b737aa69666712d7253fe7c4e85ee61349239649817441c3e5cc59f,0,0,0,0,0,0,0,0,1,0,10,
runtimeDiagnostics,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2663,2666,9ba0d99ad90b105961c131d4bc7cce0ca237a768636e582b5b45f2c037bfa99c,5,0,0,0,0,0,0,0,1,0,8,activeVehicleCount | auditPlayerMode | avatarFoundationDiagnostics | pwaInstalled | visualFoundationDiagnostics
ensureTechnicalPanel,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2667,2669,8f09c42f02c74aafbeb02f18f3972b9aec2b7fdf8c6dedebff0ab8f9d42fbb5c,1,1,0,0,0,0,0,0,2,0,0,toggleTechnicalPanel
refreshTechnicalPanel,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2670,2670,727dc5923f03b239374612d35d120ae62b227c9d3d0e4d7b305e12e6a5329b48,3,1,0,0,0,0,0,0,1,0,9,ensureTechnicalPanel | qualityTier | runtimeDiagnostics
toggleTechnicalPanel,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2671,2671,fbf79cd28092fa353c51ad6219dbf8350adb74ff343bab827a3febf77f8b7eb7,2,1,0,0,0,0,0,0,0,0,1,ensureTechnicalPanel | refreshTechnicalPanel
initTechnicalPanel,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2672,2675,e806ad62676d9a97659f6740523360cc7c26ff623da951fd16edc922dc2cb02b,2,2,0,0,0,0,0,0,0,0,1,toggleTechnicalPanel
playerScaleValue,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2676,2678,5815e7ad5d228b3f24130b5bb6d4f980eaf2f6920c925f201626ff675cb7436c,0,0,0,0,0,0,0,0,1,0,2,
skillReady,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2679,2679,f651222a6039695ce52bee0344619aa208807ea4001fc3d654915974f09c2352,1,1,0,0,0,0,0,0,2,0,0,toast
recordAdvancedSkill,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2680,2685,98c9968c6d57e9f3d5b3038eb4cfd1c6e6e80d7826115b803c296d7b6746ba78,4,0,0,0,0,1,0,0,0,0,0,advanceAdventure | saveState | trackDaily | updateAbilityUI
collectCrystal,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2686,2688,c7a44894ae68393f9c648afb9cff6cd3959ef778339412ae131f1f3077af1c13,9,1,0,0,0,0,0,0,2,0,0,addCoins | addXP | beep | checkActiveJob | evaluateMissions | saveState | toast | trackDaily | vibrate
syncPlayerRootScale,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2689,2698,4cb830f8f6d798486f0df2bf8ed1bba2ca700da510f10b175ea996908c0a557d,1,2,0,0,0,0,0,0,2,0,1,playerScaleValue
setScaleMode,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2699,2718,f523f3eeba32415214dfe3eb3def188fe0453c38ae9f1d3aa1e85f3b0d893775,21,10,2,0,0,2,0,0,7,0,2,beep | damageEnemy | recordAdvancedSkill | saveState | skillReady | spawnDust | toast | trackDaily | updateAbilityUI | vibrate
toggleCrouch,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2719,2728,1ef8bb44a84c7198d5712ff67b784ece34b6c1e70db886f7c2033db2fc0acb21,11,3,0,0,0,0,0,0,3,0,2,beep | playerDisplayName | recordAdvancedSkill | saveState | skillReady | toast | updateAbilityUI
spinPlayer,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2729,2735,79e944e72f906c16eedbed0924de0d7d20997e73577a48a0520023ad26fcd82c,7,3,0,0,0,2,0,0,1,0,1,addXP | beep | collectCrystal | damageEnemy | recordAdvancedSkill | skillReady | toast
updateAbilityUI,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2736,2742,97454a6906495269794f04008b301ee806151c1df0793f76dfbfd9ea2f436762,0,2,0,0,0,2,0,0,0,0,11,
canvasTexture,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2743,2779,6b8c319eeaebeb46ff42aed9ac4b1acb0a9b09dad72f82d7df7cd5b275ab5746,0,11,9,0,0,24,0,0,2,0,8,
professionalTexture,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2780,2787,d7d8be28f08baf740da47d92a42b8a7f705572f7e78ad34208e462c5dfa5e36a,4,1,1,0,0,0,0,0,1,0,6,canvasTexture | registerVisualAsset | updateVisualAsset
initMaterials,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2788,2834,f9d70dd8d5d1005fb1299b2e0c2419fcb3cdb10022c9d13879e4db640741a0a0,24,0,0,0,0,1,0,0,0,0,0,canvasTexture | professionalTexture | registerVisualAsset
mat,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2835,2843,ccbcd0cde60281ee6a11b021fd69fdeaa2e6aeee16e75fb6dd98e6f55c06c6e0,0,0,0,0,0,0,0,0,1,0,12,
geometryKey,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2844,2844,8e425407cc95b9403e59cd02664269b57db099940bd81deaecb992a5c8466ec5,0,0,0,0,0,0,0,0,1,0,0,
sharedBoxGeometry,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2845,2850,d5e9938cf23c59c4a7dafe8714a00216a5acb2027b0b49c206f184ae35498a4d,1,1,1,0,0,0,0,0,1,0,0,geometryKey
sharedCylinderGeometry,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2851,2856,97756e27dc3047bfc0804fe8f30634b048b97f639a607133242b6a63d065a3b1,1,1,1,0,0,0,0,0,1,0,0,geometryKey
renderMat,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2857,2863,5a0b33c405a907bee654121b990af8a0d5e50fe8d5e20850905a2fa816c7ddfd,1,1,1,0,0,0,0,0,1,0,13,mat
tintedBrickMaterial,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2864,2868,5d8e643058547dc96bc2b7f194afd03c9bf9539d8c45842e95fd691482558050,0,1,0,0,0,0,0,0,1,0,1,
texturedRoofMaterial,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2869,2871,ada482881850c4643078291578c69818bdb7692440d46dfa8b225318352dc084,0,1,0,0,0,0,0,0,1,0,0,
visualCacheHasValue,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2872,2876,4e4af890b864b37aa50e3ce538e1ddc04e296061e19a49916344201b3d85e124,0,2,0,0,0,1,0,0,3,0,0,
visualCacheOwnsGeometry,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2877,2879,06a2f9cd05911d4e0788a892d484437e6f867f55ce8854fe9f9ad08912d73649,3,0,0,0,0,0,0,0,1,0,0,visualCacheHasValue
visualCacheOwnsMaterial,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2880,2882,c100ca6c18942147ad1d8815961123f0f42a49b16d6c122beb50484ba4066cd0,4,0,0,0,0,0,0,0,1,0,0,visualCacheHasValue
visualCacheOwnsTexture,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2883,2883,27408280f123162d2837ae32a0b2b011c10fb2b007f47709f45acaa01e8f1ad4,0,0,0,0,0,0,0,0,1,0,1,
disposeDetachedVisual,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2884,2903,952a70d14f7b747ab1436c32618011906ad1d6aa3e123469931a324a2ac89a80,3,6,0,0,0,1,0,0,1,0,7,visualCacheOwnsGeometry | visualCacheOwnsMaterial | visualCacheOwnsTexture
addSoftHighlight,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2904,2908,0f4e55416b338f5e7b7d4554d6e77b82d7d2a7b66491bec8cf275049052a8278,1,0,0,0,0,0,0,0,1,0,0,sharedBoxGeometry
box,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2909,2913,90ff764ba4b6965634827fcf32bd1b4437033126d6f6bc2f36d027215aa20de1,2,0,0,0,0,0,0,0,1,0,1,renderMat | sharedBoxGeometry
stabilizeSurface,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2914,2914,063e5c2d7aea4e6483624866ae0a9bf1783652ff65e090e0c46d45126a726f31,0,1,0,0,0,0,0,0,2,0,0,
stableBox,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2915,2915,d17297ba89d597581799aeaa3dc6ae21344cd0076828e8ebbaf2e0b6e1082ca1,2,0,0,0,0,0,0,0,1,0,0,box | stabilizeSurface
cylinder,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2916,2920,d30144d0f1963f85608c8e5178f898f862333f1d3b5d27c9b06850533980331e,2,0,0,0,0,0,0,0,1,0,1,renderMat | sharedCylinderGeometry
addGlow,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2921,2924,5eb86b0da8ba35e4dd6dec6244ca13af4e9ff9ce85ec5db0b84ab599265b5119,0,0,0,0,0,0,0,0,1,0,0,
addVoxelOutline,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2925,2934,12a0f27b9b65220f9db863980af3b04c850b8d010a815f5c66ee1b003a1b2ae8,0,3,0,0,0,0,0,0,2,0,2,
premiumBox,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2935,2937,3356005ccb5b35e1281f40a57cba8e37dbed53e869098e76a89b48a9b374af7a,2,0,0,0,0,0,0,0,1,0,0,addVoxelOutline | box
premiumCylinder,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2938,2940,0c65c975b63682e41a467880ad98217511ed22dd47434f339435cd6ab3c7fa25,2,0,0,0,0,0,0,0,1,0,0,addVoxelOutline | cylinder
makeWindow,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2941,2944,96c8320748e636c8b64af95a7c88d276335404ff9bbb7154a288cabdbed7cad8,5,0,0,0,0,0,0,0,1,0,0,mat | premiumBox
makePlanter,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2945,2948,50113dc7096c7fb694ec333c49bd6157dbea7e0c43ef38e079e0ff99780c80bb,3,0,0,0,0,1,0,0,1,0,0,premiumBox
createPlayerModel,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2949,3011,60f3b7efe1e8f90c2f56b96380e838fef39bcde98a7340b6870f7efc2d6f3d03,63,3,0,0,0,2,0,0,0,0,0,addSoftHighlight | addVoxelOutline | box | createAvatarRigFoundation | mat | multiplayerNameTexture | playerDisplayName | refreshEquippedToolVisual | renderMat | sharedCylinderGeometry
loadFaithfulAthosModel,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3012,3017,966f26f1bd778482cd03feafa29cb2763938b0fe54313dfbebb26eff4dcf6374,0,0,0,0,0,0,0,0,1,0,0,
clearAvatarLayer,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3018,3025,5dac3c77dba163681dc1a24c9517d060064f0137a136cf86669f65e8b7822d85,2,2,0,0,0,1,0,1,0,0,4,disposeDetachedVisual
avatarPartLayer,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3026,3030,a7be600f9b32832087c27ad0c544c07ff586ea93ce870d8fbf4e84a296e24c57,0,1,0,0,0,0,0,0,1,0,1,
addUniformPatch,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3031,3034,72b340a0364f47ebe346485081b9c0675e62646b0036a0745bc53ad0889ac618,1,0,0,0,0,0,0,0,1,0,0,signTexture
addUniformLimb,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3035,3037,d94d77d867dc2cebdaaca23ee1ad13a2465505f3f5172f18b15f72dd562f2a67,2,1,0,0,0,0,0,0,0,0,0,box
uniformPalette,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3038,3050,7f32129ea3d70f867e88aad42a122b467d38a973f9794a22eb2ec5c2d6e0adf8,0,0,0,0,0,0,0,0,1,0,0,
dressAnimatedAvatar,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3051,3071,a07d7ab90e03b632518b2e871f1474cb752f7b11af7667ead1d732404a056882,21,4,0,0,0,2,0,0,2,0,4,avatarPartLayer | box | mat | uniformPalette
applyAvatarCustomization,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3072,3102,ac865d4ba468a1f8cfa244bce8f739c8004403fa742ad1207fec1326e8fd92e5,47,19,12,0,0,1,0,0,1,0,5,addUniformPatch | box | clearAvatarLayer | dressAnimatedAvatar | effectiveAvatarUniform | mat
registerCollider,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3103,3103,689be4fd2277be1abb76d9b25ef10f060c89dd01a11aecec2175dcf658521dd2,0,0,0,0,0,0,0,0,0,0,0,
registerPlatform,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3104,3104,32ed9ea829eef6af389184e521ba3b6396edbcdf1d565d2e4a2b3c24381d599c,0,0,0,0,0,0,0,0,0,0,0,
registerInteractable,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3105,3105,0c7bca287f32fbc1d7f2a296644c00a4ee4fc49229ea8f4ca84be1ac14695bce,0,0,0,0,0,0,0,0,1,0,0,
worldPos,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3106,3109,89b409add31953c989558e51d96c428151e07a25d43c01437987a6ea62d43e1c,0,1,0,0,0,0,0,0,2,0,0,
isInteractionAvailable,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3110,3116,0bc9c4108f8b797886b772ec47fbd9fcb6a35d9a8189e5e1c32db6eae379c4c4,0,2,0,0,0,0,0,0,3,0,0,
ensureFlowerBatch,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3117,3130,f5f027138c25b8037b8d0d5446a71c28c09e325c6b35c6eeebc679ffa0e3669b,4,2,0,0,0,0,0,0,1,0,0,renderMat | sharedBoxGeometry
createTree,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3131,3152,e562d9675157f7dbb6c44e390cbaf8537768579a42bfcc9378b9ba00b5a4b54c,17,2,0,0,0,0,0,0,1,0,5,box | collectResource | createManagedLOD | registerInteractable | renderMat
createRock,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3153,3158,a3a21577ce0ca64d27d14f471736614739f3320dea8dbab1e5f8e28d2bb15111,4,1,0,0,0,0,0,0,1,0,0,collectResource | createManagedLOD | registerInteractable | sharedBoxGeometry
createGoldFoundry,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3159,3166,c6708dcc4c186cd09e7e82c7e0305086d875a690bb590f44918610a525f83e16,13,0,0,0,0,0,0,0,1,0,0,premiumBox | registerCollider | registerInteractable | renderMat | signTexture | texturedRoofMaterial
createGoldMine,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3167,3180,e7b1ac3b0eba38871aa219d17900abd1999570c6bf84966c93305906b9460bd8,13,0,0,0,0,2,0,0,1,0,0,collectResource | createLamp | createSignpost | premiumBox | registerInteractable | renderMat
createVillageWell,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3181,3189,cd31b0e55f9453c734da0acc22877d7047122c95832aca3e2b327d2cef939e49,10,0,0,0,0,1,0,0,1,0,0,createSignpost | premiumBox | premiumCylinder | registerInteractable
