function,module,description,sourceStartLine,sourceEndLineApprox,callCountApprox,if,else,switch,case,for,while,catch,ternaryApprox,calledByBody
courtHitV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",85,85,4,5,0,0,0,0,0,0,2,avatarV3Sphere | premiumBox | worldAvatarMaterial
resetCourtServeV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",86,86,5,3,0,0,0,1,0,0,4,avatarV3Sphere | gmFormatDate | gmGrantSummary | premiumBox | worldAvatarMaterial
courtPointV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",87,87,7,3,0,0,0,0,0,0,6,addCoins | addXP | premiumBox | resetCourtServeV704 | stopSportV704 | toast
updateCourtV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",88,99,24,16,0,0,0,1,0,1,28,courtPointV704 | createCameraPitchButtons | createNPC | createThemedCitizens | decorateThemedCitizen | gmGrantHistoryMarkup | gmInventoryKeys | gmItemMeta | gmRenderSelected | gmRenderUserList | gmStatus | gmUserName | initializeWorldEvolution | saveState | stopSportV704 | toast | v704PublishSport | v704SetRaceHud
createKartVehicleV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",100,107,33,10,1,0,0,3,0,3,18,box | createCameraPitchButtons | createDesertBiome | createDigSites | createFarmingSystem | createLakeDepthLayers | createMountainTerrain | createThemedCitizens | createV702GroundRecovery | cylinder | ensureWorldEvolutionState | enterVehicle | gmRenderSelected | gmRenderUserList | gmSetBusy | gmStatus | initializeWorldEvolution | registerInteractable | renderMat | toast | updateFarmPlotVisual | updateWorldEvolution | v704RuntimeWorldAudit
createKartCircuitV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",108,119,51,9,0,0,0,4,0,2,26,createCameraPitchButtons | createKartVehicleV704 | createSignpost | ensureGMPanel | ensureWorldEvolutionState | gmGrantSummary | gmSetBusy | gmStatus | gmUserName | premiumBox | registerInteractable | renderMat | safeAvatarId | startKartRaceV704 | v704ConstructionAt | v704PointInRect | v704ProtectedRectangles | v704RectOverlap | v704ReservedAt | v704RoadAt | v704RoadFootprint | v704ZoneAt | worldLayoutPoint | worldLayoutRect | worldLayoutStructure
startKartRaceV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",120,125,22,7,0,0,0,2,0,0,6,box | closeGMPanel | currentVehicleRef | cylinder | ensureGMPanel | enterVehicle | gmRenderSelected | openGMAccessGate | safeAvatarColor | safeLegacyAvatarChoice | toast | v704BuildAllowedAt | v704NearestConstructionSlot | v704PathRect | v704RectOverlap | v704RoadFootprint | v704SetRaceHud | v704StaticWorldAudit | worldLayoutStructure
updateKartRaceV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",126,134,17,24,1,0,0,7,0,1,18,addCoins | addXP | beep | closeModal | defaultAvatarV2 | normalizeAvatarV2 | openModal | registerGMHiddenTrigger | safeLegacyAvatarChoice | toast | v704PublishSport | v704RectOverlap | v704SetRaceHud
handleActiveSportActionV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",135,135,3,3,0,0,0,0,0,0,0,courtHitV704 | footballKickV704 | safeLegacyAvatarChoice
stopSportV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",136,140,15,14,0,0,0,4,0,1,0,closeGMPanel | ensureGMState | openGMAccessGate | registerGMHiddenTrigger | safeLegacyAvatarChoice | v704ActualHouseRect | v704HideRaceHud | v704PathRect | v704PointInRect | v704RectOverlap | worldLayoutStructure
v704PublishSport,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",141,141,1,1,0,0,0,0,0,1,2,v704RuntimeWorldAudit
updateWorldSportsV704,13a-sports-kart-v704.js,"Complexo esportivo, futebol, vôlei, futevôlei e kartódromo jogáveis V704",142,2992,1551,544,74,0,0,151,5,30,924,accountLinked | accountPromptWasHandled | accountStatusText | activeCoopMission | activeJobProgress | activeVehicleCount | activityIcon | addCoins | addGlow | addHouseInterior | addReputation | addSoftHighlight | addUniformLimb | addUniformPatch | addVoxelOutline | addXP | advanceAdventure | androidSceneViewerUrl | applyAdaptiveRenderSettings | applyAvatarCustomization | applyBuildTombstones | applyMapMarkerPlacements | applyPlayerName | applyQuality | applyServiceVehicleVisual | applyVehicleAppearance | applyVisualQualityBudget | auditPlayerMode | avatarChoiceGroup | avatarFoundationDiagnostics | avatarPartLayer | awardMedal | beep | box | buildRoutePoints | cameraRelativeVector | canEnterMobility | cancelFishingSession | canvasTexture | captureTrafficPositions | checkActiveJob | choiceSet | claimDailyQuest | clearAvatarLayer | clearExtensionPreview | clearWaypoint | closeChallengePrompt | closeModal | cloudProgressPayload | collectCrystal | collectResource | commitState | compactRoute | confirmModal | coopMissionBriefingMarkup | coopMissionMapLocations | coopMissionProgressLabel | createAthleticsGym | createAvatarRigFoundation | createChest | createCrystal | createEnemy | createFenceLine | createFlower | createFurniture | createGoldFoundry | createGoldMine | createHouse | createLamp | createLava | createManagedLOD | createNPC | createNpcMobility | createPlatform | createPlayerModel | createRoad | createRock | createRouteGuide | createSignpost | createSizeChallenges | createSkyDome | createSportsComplexV704 | createToyCar | createTree | createVillageWell | createWater | createWaypointMarker | currentMapLocations | currentVehicleRef | cylinder | dailyChallengesHtml | dailyDefinition | damageEnemy | daysBetween | decorateHouseCommercial | defaultAvatarV2 | deriveMissionFlags | derivePlayerMode | detectStableAutoTier | disposeDetachedVisual | drawMiniMap | drawWaterFromWell | dressAnimatedAvatar | educationSubjectHtml | educationSummary | effectiveAvatarUniform | englishRound | ensureDailyChallenges | ensureFlowerBatch | ensureTechnicalPanel | enterVehicle | equipTool | equippedTool | escapeHtml | evaluateMissions | exitHouse | finishSoloEducationGame | focusActiveJob | formatPlayTime | freezeWorldFrustumCulling | generateEducationRounds | geometryKey | graphAdd | graphShortest | groundHeightAt | hasValidPlayerName | iconTexture | initMaterials | initTechnicalPanel | isAndroidDevice | isInteractionAvailable | isOfficialOtthiGameAddress | isOnFootMode | loadFaithfulAthosModel | loadState | localDateKey | lockStableSceneVisibility | makePlanter | makeWindow | mapClusterSelectionMarkup | mapDistance | mapLocationDetails | mapMarkerPlacements | mapSelectionMarkup | mapVisualNodes | mat | mathRound | mergeBuildCollections | mergeBuildTombstones | mergeCloudProgress | mergeEntityCollections | miniMapLogicalSize | miniMapScale | miniPoint | missionBriefingMarkup | missionMapLocations | multiplayerNameTexture | multiplayerStatusText | navBlocked | nearestRoadProjection | normalizeAvatarV2 | normalizeBuildList | normalizeBuildRecord | normalizeBuildTombstones | normalizeControlIntent | normalizeState | objectiveStatusLabel | onlinePlayerMapLocations | openAccountCenter | openAccountForm | openAccountLogoutGate | openAndroidSceneViewer | openAvatarStudio | openChallengeHub | openChest | openCollection | openDailyChallenges | openEducationHub | openFinalResetConfirmation | openHow | openInventory | openLifePanel | openMap | openModal | openMolds | openObjectivesPanel | openParentGate | openPlayerNameModal | openQuiz | openSettings | openSocialHub | openToolbelt | otthiGameModelUrl | outlineBelongsToPlayer | performLocalReset | persistParkedVehicle | pinChapter | playToolAnimation | playerDisplayName | playerScaleValue | playerText | pointOnRoad | portugueseRound | positionBlockedForPlayer | premiumBox | premiumCylinder | professionalTexture | projectPointToPolyline | projectPointToSegment | publicPlayerName | pwaInstalled | qualityLabel | qualityTier | reconcileWorldBuilds | recordAdvancedSkill | refreshEquippedToolVisual | refreshOpenMapAfterResize | refreshTechnicalPanel | registerActivity | registerCollider | registerInteractable | registerPlatform | registerVisualAsset | remainingRoute | renderMat | requestedQuality | resolveTrafficOverlaps | returnHome | routeLength | routeProgressInfo | routeSvgMarkup | runEducationGame | runtimeDiagnostics | safeAvatarColor | safeAvatarId | safeLegacyAvatarChoice | samplePerformance | sampleRoute | sanitizePlayerName | savePlayerPosition | saveState | scheduleStableResize | seeded | segmentClear | serviceVehicleMapLocation | setFlag | setScaleMode | setWaypoint | shadeColor | sharedBoxGeometry | sharedCylinderGeometry | showScreen | shuffled | signTexture | skillMasterySummary | skillReady | snapTrafficToRoad | spawnDust | speakKidWord | spinPlayer | stabilizeSurface | stableBox | stableBuildId | startCinematicEmote | startEngineSound | startSoloEducationGame | stopFishingVisual | stopGame | subjectLevelRecord | subjectUnlocked | syncCloudProgress | syncGameAccount | syncMobilePanels | syncPlayerRootScale | talkToNPC | targetDpr | texturedRoofMaterial | tintedBrickMaterial | toast | toggleCrouch | toggleTechnicalPanel | trackDaily | trafficActorList | trafficPriority | trafficSpeedFactor | triggerEmote | uniformPalette | updateAbilityUI | updateAvatarV2LegacyChoice | updateClouds | updateCourtV704 | updateDailyBadge | updateFootballV704 | updateHUD | updateInstallUI | updateKartRaceV704 | updateLobbyStats | updateManagedOutlineVisibility | updateManagedVisualLODs | updateMissionHUD | updateNavigation | updatePlayerNameUI | updateRouteGuide | updateVisualAsset | updateVisualLOD | updateWaypointMarker | useActivity | v704PointInRect | v704ProtectedRectangles | v704RectOverlap | v704RoadFootprint | vehicleById | vehiclePlayerMode | vibrate | visualAssetStatus | visualCacheHasValue | visualCacheOwnsGeometry | visualCacheOwnsMaterial | visualCacheOwnsTexture | visualFoundationDiagnostics | visualQualityProfile | worldLayoutPoint | worldPos | worldToMap
createVoxelMushroom,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2993,3001,14,1,0,0,0,0,0,0,0,addVoxelOutline | box | renderMat | shadeColor
iconTexture,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3002,3004,0,0,0,0,0,0,0,0,0,
createChallengeCube,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3005,3005,2,0,0,0,0,0,0,0,0,box | iconTexture
createPortalArch,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3006,3011,6,0,0,0,0,1,0,0,0,addGlow | box | mat
createPlayground,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3012,3015,7,0,0,0,0,1,0,0,0,box
createFountain,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3016,3016,5,0,0,0,0,0,0,0,0,addGlow | cylinder | mat
createAwning,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3017,3017,1,0,0,0,0,1,0,0,1,box
createStreetTree,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3018,3025,8,0,0,0,0,0,0,0,0,box | createManagedLOD | makePlanter | premiumBox
createBackdropBuilding,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3026,3036,15,0,0,0,0,2,0,0,2,addVoxelOutline | box | createManagedLOD | renderMat | shadeColor
createFloatingIsland,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3037,3040,4,0,0,0,0,1,0,0,0,addVoxelOutline | mat | premiumBox
createCoinTrail,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3041,3043,1,0,0,0,0,0,0,0,0,mat
createCommercialDistrict,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3044,3052,8,1,0,0,0,0,0,0,0,createBackdropBuilding | createCoinTrail | createFloatingIsland | createStreetTree | v704ReservedAt
createDistrictVisuals,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3053,3086,13,2,0,0,0,1,0,0,0,createAwning | createChallengeCube | createCommercialDistrict | createFountain | createPlayground | createPortalArch | createVoxelMushroom | v704ReservedAt | worldLayoutPoint
compactBusPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3087,3089,0,3,0,0,0,1,0,0,0,
projectedBusPoint,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3090,3090,1,0,0,0,0,0,0,0,2,nearestRoadProjection
offsetBusPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3091,3098,2,2,0,0,0,1,0,0,0,compactBusPath | pointOnRoad
buildBusRoadPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3099,3112,8,4,0,0,0,2,0,0,4,buildRoutePoints | compactBusPath | nearestRoadProjection | offsetBusPath | projectedBusPoint
busRoutePoints,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3113,3113,0,0,0,0,0,0,0,0,5,
busNextStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3114,3114,1,1,0,0,0,1,0,0,1,busRoutePoints
nearestForwardBusSegment,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3115,3119,1,2,0,0,0,1,0,0,1,projectPointToSegment
recoverBusRoute,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3120,3123,4,2,0,0,0,0,0,0,0,busRoutePoints | nearestForwardBusSegment | projectPointToPolyline | setBusState
setBusState,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3124,3126,0,1,0,0,0,0,0,0,0,
setBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3127,3129,1,0,0,0,0,0,0,0,0,saveState
clearBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3130,3130,1,1,0,0,0,0,0,0,0,saveState
restoreBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3131,3131,0,2,0,0,0,0,0,0,2,
busStopRecord,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3132,3132,0,0,0,0,0,0,0,0,2,
safeBusExitPoint,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3133,3138,4,1,0,0,0,0,0,0,3,busStopRecord | groundHeightAt | positionBlockedForPlayer | safePointNear
createMetroEntrance,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3139,3147,11,0,0,0,0,2,0,0,0,iconTexture | openMetroStation | premiumBox | registerInteractable
ensureMetroOverlay,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3148,3150,0,1,0,0,0,0,0,0,0,
openMetroStation,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3151,3155,3,2,0,0,0,0,0,0,4,openModal | rideMetroTo | toast
rideMetroTo,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3156,3169,15,9,0,0,0,0,0,0,6,advanceAdventure | auditPlayerMode | canEnterMobility | clearMovementInputs | closeModal | ensureMetroOverlay | rememberSafePlayerPosition | safePointNear | saveState | setFlag | toast | trackDaily | updateContext | updateNavigation
ensureBusStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3170,3173,6,2,0,0,0,0,0,0,2,iconTexture | openBusStop | premiumBox | registerInteractable
busSpawnIndex,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3174,3176,2,2,0,0,0,1,0,0,2,pointOnRoad | trafficActorList
createBusModel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3177,3199,38,2,0,0,0,9,0,0,5,buildBusRoadPath | busSpawnIndex | ensureBusStop | enterBus | premiumBox | premiumCylinder | registerInteractable | renderMat | signTexture
createTransitWorld,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3200,3200,3,0,0,0,0,1,0,0,0,createBusModel | restoreBusWaiting | validateBusCoverage
busAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3201,3201,0,0,0,0,0,0,0,0,0,
busEtaSeconds,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3202,3202,2,3,0,0,0,1,0,0,0,busAtStop | busRoutePoints
validateBusCoverage,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3203,3203,0,1,0,0,0,1,0,0,0,
busDestinationsAfter,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3204,3206,0,1,0,0,0,1,0,0,3,
openBusArrivalOffer,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3207,3216,13,2,0,0,0,0,0,0,1,busAtStop | busDestinationsAfter | clearBusWaiting | closeModal | enterBus | openModal | setBusState | setBusWaiting | toast
offerBusAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3217,3223,2,6,1,0,0,0,0,0,0,busAtStop | openBusArrivalOffer
openBusStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3224,3235,19,0,0,0,0,0,0,0,13,busAtStop | busEtaSeconds | clearBusWaiting | closeModal | openBusArrivalOffer | openModal | setBusWaiting | toast
ensureTransitPanel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3236,3238,2,2,0,0,0,0,0,0,0,toast | updateTransitPanel
updateTransitPanel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3239,3241,2,1,0,0,0,0,0,0,2,busNextStop | ensureTransitPanel
enterBus,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3242,3252,15,8,0,0,0,0,0,0,0,auditPlayerMode | busAtStop | canEnterMobility | clearBusWaiting | clearMovementInputs | closeModal | saveState | setBusState | toast | updateTransitPanel
exitBusAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3253,3261,14,7,0,0,0,0,0,0,4,advanceAdventure | auditPlayerMode | busAtStop | busStopRecord | rememberSafePlayerPosition | safeBusExitPoint | saveState | setBusState | setFlag | toast | trackDaily | updateContext | updateTransitPanel
updateTransitWorld,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3262,3309,23,31,11,0,0,2,0,0,5,busRoutePoints | exitBusAtStop | offerBusAtStop | pointOnRoad | recoverBusRoute | setBusState | trafficSpeedFactor | updateTransitPanel
decorateCityServices,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3310,3330,14,1,0,0,0,5,0,0,1,iconTexture | premiumBox | premiumCylinder
serviceKindForJob,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3331,3331,0,0,0,0,0,0,0,0,2,
serviceVehiclePools,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3332,3332,0,3,0,0,0,0,0,0,0,
serviceVehicleById,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3333,3333,1,0,0,0,0,0,0,0,0,serviceVehiclePools
currentServiceMissionJob,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3334,3334,1,0,0,0,0,0,0,0,2,activeCoopServiceJob
serviceVehicleAvailable,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3335,3335,1,1,0,0,0,0,0,0,3,currentServiceMissionJob
serviceVehicleAppearance,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3336,3336,0,2,0,0,0,0,0,0,0,
safeServiceDepot,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3337,3337,3,2,0,0,0,1,0,0,3,nearestRoadProjection | trafficActorList
registerServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3338,3341,6,0,0,0,0,0,0,0,7,currentServiceMissionJob | enterServiceVehicle | registerInteractable | safeServiceDepot | serviceVehicleAppearance | serviceVehicleAvailable
enterServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3342,3344,8,3,0,0,0,0,0,0,6,currentServiceMissionJob | enterVehicle | serviceKindForJob | serviceMissionVehicle | serviceVehicleAvailable | toast
serviceMissionVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3345,3345,2,0,0,0,0,0,0,0,2,currentServiceMissionJob | serviceVehicleById
serviceVehicleMapLocation,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3346,3346,3,1,0,0,0,0,0,0,9,currentServiceMissionJob | serviceKindForJob | serviceMissionVehicle
reserveMissionServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3347,3349,11,4,0,0,0,0,0,0,0,buildRoutePoints | currentServiceMissionJob | serviceKindForJob | serviceMissionVehicle | serviceVehicleAvailable | serviceVehiclePools | setMissionState | toast | updateNavigation | updateWaypointMarker
releaseMissionServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3350,3350,1,2,0,0,0,0,0,0,1,serviceMissionVehicle
isDrivingServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3351,3351,0,0,0,0,0,0,0,0,0,
onServiceVehicleBoarded,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3352,3352,6,3,1,0,0,0,0,0,1,currentServiceMissionJob | focusActiveJob | onCoopServiceVehicleBoarded | saveState | serviceKindForJob | setMissionState
onServiceVehicleExited,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3353,3353,2,1,0,0,0,0,0,0,1,currentServiceMissionJob | saveState
returnServiceVehicleHome,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3354,3354,1,2,0,0,0,0,0,0,1,moveServiceVehicle
createFireIncidentSite,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3355,3358,4,0,0,0,0,2,0,0,4,helpExtinguishFire | mat | registerInteractable | renderMat
createFireTruck,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3359,3364,18,0,0,0,0,3,0,0,0,premiumBox | premiumCylinder | registerServiceVehicle | renderMat
createFireServiceWorld,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3365,3365,2,0,0,0,0,0,0,0,0,createFireTruck
activateFireIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3366,3366,2,2,0,0,0,0,0,0,1,saveState | toast
ensureActiveFire,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3367,3367,1,0,0,0,0,0,0,0,1,activateFireIncident
helpExtinguishFire,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3368,3368,9,7,0,0,0,1,0,0,5,extinguishFireIncident | setMissionState | spawnDust | toast
extinguishFireIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3369,3369,6,5,0,0,0,1,0,0,5,addXP | completeActiveJob | saveState | toast | updateNavigation | updateWaypointMarker
serviceVehicleRoute,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3370,3370,1,1,0,0,0,0,0,0,1,buildRoutePoints
moveServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3371,3372,3,5,0,0,0,1,0,0,1,serviceVehicleRoute | snapTrafficToRoad | trafficSpeedFactor
updateFireService,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3373,3384,5,12,1,0,0,2,0,0,3,activateFireIncident | extinguishFireIncident | moveServiceVehicle | returnServiceVehicleHome | spawnDust
createPoliceCar,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3385,3393,19,1,0,0,0,1,0,0,0,addVoxelOutline | iconTexture | mat | premiumBox | premiumCylinder | registerServiceVehicle | renderMat
createAmbulance,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3394,3400,16,0,0,0,0,1,0,0,0,premiumBox | premiumCylinder | registerServiceVehicle | renderMat
createPoliceSystem,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3401,3405,4,0,0,0,0,0,0,0,0,createAmbulance | createPoliceCar
movePoliceToward,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3406,3409,2,3,0,0,0,1,0,0,0,snapTrafficToRoad | trafficSpeedFactor
updatePolicePatrol,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3410,3412,1,1,0,0,0,0,0,0,0,movePoliceToward
updateSafetyPanel,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3413,3415,0,2,0,0,0,0,0,0,0,
startPoliceAlert,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3416,3420,3,2,0,0,0,0,0,0,0,saveState | toast | updateSafetyPanel
finishSafetyStop,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3421,3424,6,2,0,0,0,0,0,0,2,clearMovementInputs | exitVehicle | groundHeightAt | openSafetyLesson | saveState | updateSafetyPanel
openSafetyLesson,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3425,3434,7,1,0,0,0,0,0,0,8,addReputation | addXP | awardMedal | closeModal | openModal | saveState | toast
updatePoliceSystem,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3435,3446,9,14,3,0,0,2,0,0,4,finishSafetyStop | movePoliceToward | npcSpeech | returnServiceVehicleHome | startPoliceAlert | updatePolicePatrol | updateSafetyPanel
moveIncidentResponder,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3447,3452,3,6,0,0,0,1,0,0,1,buildRoutePoints | snapTrafficToRoad | trafficSpeedFactor
incidentServiceLabel,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3453,3453,0,0,0,0,0,0,0,0,2,
lockIncidentActor,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3454,3454,1,3,0,0,0,0,0,0,1,setBusState
separateIncidentActors,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3455,3455,1,3,0,0,0,0,0,0,2,snapTrafficToRoad
createIncidentVisual,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3456,3456,5,1,0,0,0,2,0,0,0,premiumBox | premiumCylinder | renderMat
createTrafficIncidentAt,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3457,3461,9,3,0,0,0,1,0,0,4,assistTrafficIncident | createIncidentVisual | dispatchIncidentResponders | lockIncidentActor | nearestRoadProjection | registerInteractable | saveState | separateIncidentActors | toast
createTrafficIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3462,3462,1,1,0,0,0,0,0,0,0,createTrafficIncidentAt
ensureActiveTrafficIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3463,3463,2,2,0,0,0,0,0,0,1,createTrafficIncidentAt | nearestRoadProjection
